CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
990499,2,W,W,1.0,1.0,1.0,4730,16537.825315674178,,11807.825315674178
991277,2,W,W,1.0,1.0,1.0,606,10893.005335910113,,10287.005335910113
991326,2,W,W,1.0,1.0,1.0,6779,11786.603873310554,,5007.603873310554
990012,2,H,W,0.0,0.0,0.0,9277,15479.289882747442,,6202.289882747442
990397,2,W,W,1.0,1.0,1.0,1981,17666.053176113455,,15685.053176113455
990285,2,H,W,0.0,0.0,0.0,18344,18811.84748640147,,467.84748640147154
991067,2,W,W,1.0,1.0,1.0,6769,17834.476542602097,,11065.476542602097
991192,2,W,W,1.0,1.0,1.0,2796,13726.988344015295,,10930.988344015295
991745,2,H,W,0.0,0.0,0.0,2567,13722.244154085103,,11155.244154085103
990691,2,W,W,1.0,1.0,1.0,71693,12549.772638042774,,59143.22736195722
991753,2,K,W,0.0,0.0,0.0,3536,13758.230946317119,,10222.230946317119
991876,2,W,W,1.0,1.0,1.0,2663,16146.927493524705,,13483.927493524705
990690,2,H,W,0.0,0.0,0.0,671,11690.628818543417,,11019.628818543417
990852,2,W,W,1.0,1.0,1.0,10596,13602.98126122333,,3006.981261223331
990160,2,K,W,0.0,0.0,0.0,24323,9851.3982454146,,14471.6017545854
990896,2,S,S,1.0,1.0,1.0,76438,13735.155810694987,,62702.84418930501
991576,2,W,W,1.0,1.0,1.0,9325,8837.567323448005,,487.4326765519945
990258,2,W,K,0.0,0.0,0.0,11557,10711.608659921007,,845.3913400789934
990336,2,W,W,1.0,1.0,1.0,6972,10978.614998448355,,4006.6149984483545
991880,2,W,W,1.0,1.0,1.0,150,15906.911249171371,,15756.911249171371
991040,2,H,K,0.0,0.0,0.0,2426,11346.785253146345,,8920.785253146345
990516,2,H,W,0.0,0.0,0.0,253333,14901.952178159352,,238431.04782184065
991349,2,W,W,1.0,1.0,1.0,6094,11664.74847639986,,5570.74847639986
991016,2,W,W,1.0,1.0,1.0,8651,19463.51545719604,,10812.515457196041
990769,2,W,W,1.0,1.0,1.0,179,9197.512311881384,,9018.512311881384
991747,2,K,W,0.0,0.0,0.0,13762,12565.47023464578,,1196.5297653542202
990762,2,H,W,0.0,0.0,0.0,24519,12349.439276711773,,12169.560723288227
991247,2,W,W,1.0,1.0,1.0,16557,11906.700621517432,,4650.2993784825685
991204,2,W,W,1.0,1.0,1.0,46695,11946.369632639386,,34748.630367360616
991468,2,W,W,1.0,1.0,1.0,2599,15565.241718828405,,12966.241718828405
991984,2,W,W,1.0,1.0,1.0,72994,9745.230426512191,,63248.76957348781
990522,2,W,W,1.0,1.0,1.0,221377,27133.483384279865,,194243.51661572015
990023,2,W,W,1.0,1.0,1.0,88549,11141.565129575683,,77407.43487042432
990357,2,W,W,1.0,1.0,1.0,981,12808.073588420111,,11827.073588420111
991278,2,K,W,0.0,0.0,0.0,48765,12225.772055479136,,36539.22794452086
991313,2,S,W,0.0,0.0,0.0,4939,12449.722327208245,,7510.722327208245
991683,2,W,W,1.0,1.0,1.0,3781,15775.906563298484,,11994.906563298484
990341,2,K,W,0.0,0.0,0.0,6822,11792.869348315828,,4970.869348315828
990432,2,H,W,0.0,0.0,0.0,20924,11664.76234830024,,9259.23765169976
990474,2,W,W,1.0,1.0,1.0,21499,15350.398349699211,,6148.601650300789
990218,2,H,W,0.0,0.0,0.0,77511,12363.715003525758,,65147.28499647424
990912,2,W,W,1.0,1.0,1.0,45306,50930.53736337723,,5624.537363377232
991228,2,W,W,1.0,1.0,1.0,56516,14522.75761596438,,41993.24238403562
991597,2,H,W,0.0,0.0,0.0,26956,15550.885843256665,,11405.114156743335
991012,2,W,W,1.0,1.0,1.0,2518,13151.80694927527,,10633.80694927527
991950,2,H,W,0.0,0.0,0.0,1867,14566.02561457399,,12699.02561457399
990094,2,W,K,0.0,0.0,0.0,5,11534.76876983288,,11529.76876983288
991009,2,K,W,0.0,0.0,0.0,3573,8297.709952366251,,4724.709952366251
991071,2,W,W,1.0,1.0,1.0,6276,11540.141048585863,,5264.141048585863
991093,2,H,W,0.0,0.0,0.0,280,13648.73541264561,,13368.73541264561
991915,2,S,W,0.0,0.0,0.0,5981,12357.351654556687,,6376.351654556687
991309,2,K,W,0.0,0.0,0.0,12876,11148.06642688743,,1727.9335731125702
990697,2,K,W,0.0,0.0,0.0,10865,11423.845971744426,,558.8459717444257
991828,2,W,W,1.0,1.0,1.0,57958,17424.44320453861,,40533.556795461394
990997,2,W,W,1.0,1.0,1.0,15672,16190.301843370566,,518.3018433705656
990154,2,W,W,1.0,1.0,1.0,6416,11881.345870266076,,5465.3458702660755
991100,2,K,W,0.0,0.0,0.0,17080,10881.039280509513,,6198.9607194904875
991719,2,W,W,1.0,1.0,1.0,2646,11636.757293415041,,8990.757293415041
991998,2,H,W,0.0,0.0,0.0,9006,16171.764360495183,,7165.764360495183
990790,2,H,W,0.0,0.0,0.0,86865,15531.784236432468,,71333.21576356754
990581,2,K,S,0.0,0.0,0.0,27571,22124.91969398744,,5446.080306012562
990704,2,W,W,1.0,1.0,1.0,4509,10767.09934408826,,6258.099344088259
991213,2,K,W,0.0,0.0,0.0,11790,7928.187187381142,,3861.8128126188576
991296,2,W,W,1.0,1.0,1.0,92067,10382.802234536593,,81684.19776546341
991666,2,K,K,1.0,1.0,1.0,2877,11840.446883977034,,8963.446883977034
991261,2,W,W,1.0,1.0,1.0,57262,12880.090329907549,,44381.90967009245
990488,2,K,W,0.0,0.0,0.0,90272,11736.290490629824,,78535.70950937018
990560,2,W,W,1.0,1.0,1.0,5727,16432.34646782401,,10705.346467824009
991142,2,S,W,0.0,0.0,0.0,6629,11433.556302010902,,4804.556302010902
991120,2,H,W,0.0,0.0,0.0,2928,11604.667734528866,,8676.667734528866
990802,2,H,W,0.0,0.0,0.0,252300,15547.342343370534,,236752.65765662945
990513,2,W,W,1.0,1.0,1.0,5426,11249.872303781247,,5823.872303781247
990634,2,W,K,0.0,0.0,0.0,2039,12800.037134132905,,10761.037134132905
991922,2,W,W,1.0,1.0,1.0,2536,15393.919125160202,,12857.919125160202
991788,2,W,W,1.0,1.0,1.0,64625,11104.43313490113,,53520.56686509887
991546,2,W,S,0.0,0.0,0.0,9516,12874.4537143862,,3358.4537143862
991151,2,K,W,0.0,0.0,0.0,591,13389.335499493669,,12798.335499493669
990791,2,W,W,1.0,1.0,1.0,61495,15682.47623159007,,45812.52376840993
990117,2,H,W,0.0,0.0,0.0,94862,15816.916524790571,,79045.08347520942
990741,2,W,W,1.0,1.0,1.0,8878,16176.343628943072,,7298.343628943072
991691,2,K,W,0.0,0.0,0.0,60310,10637.906482537317,,49672.09351746268
991082,2,W,W,1.0,1.0,1.0,4471,11064.211559747346,,6593.211559747346
990831,2,W,W,1.0,1.0,1.0,564,11285.37357949994,,10721.37357949994
990120,2,W,W,1.0,1.0,1.0,1593,15415.406698849876,,13822.406698849876
990657,2,P,W,0.0,0.0,0.0,5146,12915.060620106115,,7769.060620106115
991908,2,K,W,0.0,0.0,0.0,6397,11326.990051303113,,4929.990051303113
990636,2,H,W,0.0,0.0,0.0,405945,16802.43335675793,,389142.5666432421
990370,2,W,W,1.0,1.0,1.0,72748,13026.978341716316,,59721.02165828369
990269,2,W,W,1.0,1.0,1.0,2176,11841.35241080744,,9665.35241080744
990656,2,W,W,1.0,1.0,1.0,3140,13528.683362784403,,10388.683362784403
990936,2,W,W,1.0,1.0,1.0,3414,16037.649286292495,,12623.649286292495
990823,2,K,W,0.0,0.0,0.0,2532,12718.815616081753,,10186.815616081753
990867,2,K,W,0.0,0.0,0.0,8596,11464.99156959579,,2868.9915695957898
990047,2,K,W,0.0,0.0,0.0,21128,12152.39201444873,,8975.60798555127
991374,2,W,W,1.0,1.0,1.0,6974,13473.106364570338,,6499.106364570338
991709,2,W,W,1.0,1.0,1.0,24718,15253.879208172699,,9464.120791827301
990992,2,H,W,0.0,0.0,0.0,33,11296.615984097349,,11263.615984097349
990877,2,W,W,1.0,1.0,1.0,67997,61560.30026972995,,6436.699730270047
990774,2,X,W,0.0,0.0,0.0,67211,13683.98391151292,,53527.01608848708
991220,2,W,K,0.0,0.0,0.0,57,11733.702610547694,,11676.702610547694
992000,2,W,W,1.0,1.0,1.0,70279,14854.53956398045,,55424.46043601955
990005,2,W,W,1.0,1.0,1.0,89043,15964.1667473315,,73078.8332526685
991004,2,W,W,1.0,1.0,1.0,14906,11913.798410545547,,2992.201589454453
991724,2,W,W,1.0,1.0,1.0,15063,15932.708359912644,,869.7083599126436
990264,2,K,W,0.0,0.0,0.0,66160,10197.536839663542,,55962.463160336454
991570,2,H,W,0.0,0.0,0.0,13573,10666.40476054716,,2906.5952394528395
991831,2,H,W,0.0,0.0,0.0,177,11552.114810597788,,11375.114810597788
990444,2,H,W,0.0,0.0,0.0,215,6823.265660903673,,6608.265660903673
991003,2,X,W,0.0,0.0,0.0,4985,15674.499888871178,,10689.499888871178
991078,2,W,W,1.0,1.0,1.0,2338,11964.674375852826,,9626.674375852826
990838,2,W,W,1.0,1.0,1.0,220,11933.932703286973,,11713.932703286973
991791,2,W,W,1.0,1.0,1.0,4811,16621.622383229344,,11810.622383229344
990305,2,W,W,1.0,1.0,1.0,78878,10108.167121461005,,68769.83287853899
991366,2,H,W,0.0,0.0,0.0,67223,14467.402568156405,,52755.59743184359
991558,2,W,W,1.0,1.0,1.0,16318,17332.50641410451,,1014.5064141045114
990314,2,P,W,0.0,0.0,0.0,5184,14053.600697156164,,8869.600697156164
990150,2,K,W,0.0,0.0,0.0,10658,12078.200467246055,,1420.2004672460553
991149,2,K,K,1.0,1.0,1.0,11232,10613.170572175166,,618.829427824834
991214,2,H,W,0.0,0.0,0.0,15147,17087.070880669125,,1940.0708806691255
990575,2,K,W,0.0,0.0,0.0,6581,11200.012069846287,,4619.012069846287
990051,2,W,W,1.0,1.0,1.0,1319,17477.746752412506,,16158.746752412506
991553,2,W,W,1.0,1.0,1.0,61706,15114.445030835152,,46591.55496916485
990727,2,W,W,1.0,1.0,1.0,5128,15598.537362386569,,10470.537362386569
990834,2,W,K,0.0,0.0,0.0,15996,12683.54553870274,,3312.4544612972604
991378,2,W,W,1.0,1.0,1.0,8957,9801.541094124168,,844.541094124168
991116,2,H,W,0.0,0.0,0.0,37564,30598.496058057695,,6965.503941942305
991167,2,H,W,0.0,0.0,0.0,314,12370.58313553646,,12056.58313553646
990471,2,W,W,1.0,1.0,1.0,6728,12375.099980432637,,5647.099980432637
990972,2,W,W,1.0,1.0,1.0,21914,13287.656011025543,,8626.343988974457
990654,2,W,W,1.0,1.0,1.0,3230,11009.228741266252,,7779.228741266252
990400,2,W,W,1.0,1.0,1.0,2685,12386.027955288084,,9701.027955288084
990512,2,W,W,1.0,1.0,1.0,9031,11510.088347072251,,2479.088347072251
990321,2,W,W,1.0,1.0,1.0,240583,15379.256526457822,,225203.74347354218
990020,2,W,W,1.0,1.0,1.0,1690,15063.57523081693,,13373.57523081693
990685,2,W,W,1.0,1.0,1.0,102167,15964.895792762616,,86202.10420723738
990036,2,K,W,0.0,0.0,0.0,5878,10306.146883694084,,4428.146883694084
990903,2,W,K,0.0,0.0,0.0,9399,10914.151506718197,,1515.1515067181972
991779,2,W,W,1.0,1.0,1.0,20678,17472.315132752337,,3205.6848672476626
990828,2,K,W,0.0,0.0,0.0,9654,13119.31741726145,,3465.317417261451
991854,2,W,W,1.0,1.0,1.0,2265,11719.644210173008,,9454.644210173008
990408,2,W,W,1.0,1.0,1.0,14321,12389.45662666551,,1931.5433733344908
990921,2,H,W,0.0,0.0,0.0,2033,12653.435808265338,,10620.435808265338
990538,2,P,K,0.0,0.0,0.0,77193,14340.57178297584,,62852.428217024164
990759,2,W,K,0.0,0.0,0.0,9162,10255.02430682448,,1093.02430682448
991905,2,K,K,1.0,1.0,1.0,2030,12528.04307675757,,10498.04307675757
991063,2,W,W,1.0,1.0,1.0,3102,14864.713832248546,,11762.713832248546
991200,2,K,W,0.0,0.0,0.0,12213,12468.102595212647,,255.10259521264743
990246,2,W,W,1.0,1.0,1.0,77604,15577.506020087192,,62026.493979912804
991417,2,W,W,1.0,1.0,1.0,24634,7609.666776129005,,17024.333223870995
991128,2,W,W,1.0,1.0,1.0,8594,12068.762951020399,,3474.7629510203988
990785,2,P,W,0.0,0.0,0.0,4321,10950.814168763205,,6629.814168763205
991743,2,P,W,0.0,0.0,0.0,43287,9251.73911179173,,34035.26088820827
990490,2,H,K,0.0,0.0,0.0,35685,11810.508240310997,,23874.491759689
990155,2,W,W,1.0,1.0,1.0,1124,15936.52313251733,,14812.52313251733
990962,2,W,W,1.0,1.0,1.0,457,12455.596306358331,,11998.596306358331
990854,2,W,W,1.0,1.0,1.0,51800,12056.180366713988,,39743.81963328601
991312,2,W,W,1.0,1.0,1.0,2066,16085.154379807269,,14019.154379807269
990626,2,P,W,0.0,0.0,0.0,6049,10075.669882835864,,4026.669882835864
990686,2,W,W,1.0,1.0,1.0,19425,8760.53203666729,,10664.46796333271
991562,2,H,W,0.0,0.0,0.0,174,12150.437617817319,,11976.437617817319
990570,2,K,S,0.0,0.0,0.0,6287,12863.621301511152,,6576.621301511152
991909,2,H,W,0.0,0.0,0.0,231255,11744.858701098292,,219510.1412989017
990018,2,W,W,1.0,1.0,1.0,8042,11982.976036421738,,3940.976036421738
990128,2,W,W,1.0,1.0,1.0,2398,16579.040273027447,,14181.040273027447
991347,2,W,W,1.0,1.0,1.0,8,11736.341354264554,,11728.341354264554
991280,2,W,W,1.0,1.0,1.0,553,16291.056538479981,,15738.056538479981
991969,2,W,K,0.0,0.0,0.0,1768,11519.487330241294,,9751.487330241294
990928,2,H,W,0.0,0.0,0.0,172943,16146.859675345067,,156796.14032465493
990981,2,K,W,0.0,0.0,0.0,16214,11937.867699028293,,4276.132300971707
991965,2,W,W,1.0,1.0,1.0,17307,16413.628650243678,,893.3713497563222
990191,2,K,W,0.0,0.0,0.0,322535,36005.32200827948,,286529.6779917205
991140,2,W,W,1.0,1.0,1.0,74156,10755.544051071152,,63400.45594892885
990993,2,P,W,0.0,0.0,0.0,5811,10494.321524341418,,4683.321524341418
991956,2,W,W,1.0,1.0,1.0,14949,12615.199456188257,,2333.8005438117434
991657,2,W,W,1.0,1.0,1.0,14158,11812.801727840602,,2345.1982721593977
990607,2,K,W,0.0,0.0,0.0,109637,12563.763990898955,,97073.23600910105
990181,2,H,W,0.0,0.0,0.0,25523,14389.944959075212,,11133.055040924788
990302,2,W,W,1.0,1.0,1.0,4942,12564.794364832787,,7622.794364832787
990497,2,W,W,1.0,1.0,1.0,10866,15908.608244984607,,5042.608244984607
991721,2,K,W,0.0,0.0,0.0,75995,10213.74307261384,,65781.25692738616
991710,2,K,W,0.0,0.0,0.0,1279,12470.577958769467,,11191.577958769467
991888,2,W,W,1.0,1.0,1.0,16680,16532.711208400502,,147.28879159949793
991992,2,W,W,1.0,1.0,1.0,149438,15554.38926876392,,133883.61073123608
990518,2,K,W,0.0,0.0,0.0,254637,13804.059081208094,,240832.9409187919
991985,2,W,W,1.0,1.0,1.0,13036,17831.478670797605,,4795.478670797605
991070,2,H,W,0.0,0.0,0.0,6244,15483.320440469162,,9239.320440469162
990477,2,W,W,1.0,1.0,1.0,9182,13780.29035056693,,4598.290350566929
990158,2,W,W,1.0,1.0,1.0,8559,16171.70887289366,,7612.70887289366
991244,2,K,K,1.0,1.0,1.0,4202,11354.794734293924,,7152.794734293924
991196,2,H,W,0.0,0.0,0.0,411376,15600.79231685956,,395775.2076831404
990017,2,W,W,1.0,1.0,1.0,2711,17471.00655014976,,14760.00655014976
991536,2,H,W,0.0,0.0,0.0,6270,11582.595999700938,,5312.595999700938
991073,2,H,W,0.0,0.0,0.0,56,11036.485484192026,,10980.485484192026
991972,2,W,W,1.0,1.0,1.0,1702,16305.500269420798,,14603.500269420798
990547,2,W,W,1.0,1.0,1.0,3957,16694.064529661788,,12737.064529661788
991540,2,W,K,0.0,0.0,0.0,944,11407.187360709491,,10463.187360709491
990659,2,W,W,1.0,1.0,1.0,8796,11792.781492946751,,2996.7814929467513
991626,2,S,W,0.0,0.0,0.0,82540,10125.072344058262,,72414.92765594173
991020,2,K,W,0.0,0.0,0.0,18834,13111.769562132095,,5722.2304378679055
991663,2,H,W,0.0,0.0,0.0,3025,13200.409464242382,,10175.409464242382
991505,2,P,W,0.0,0.0,0.0,6269,11024.239678800413,,4755.2396788004135
990960,2,K,W,0.0,0.0,0.0,14778,12194.140269305522,,2583.8597306944775
991882,2,W,W,1.0,1.0,1.0,7945,16523.023997967994,,8578.023997967994
990284,2,W,W,1.0,1.0,1.0,2028,10739.17212597742,,8711.17212597742
990798,2,S,W,0.0,0.0,0.0,63105,10744.412621676789,,52360.58737832321
991627,2,K,K,1.0,1.0,1.0,72572,10637.37857966172,,61934.621420338284
990226,2,W,W,1.0,1.0,1.0,20333,16375.85084154029,,3957.1491584597097
990027,2,K,W,0.0,0.0,0.0,5380,11900.373493621577,,6520.373493621577
991771,2,S,W,0.0,0.0,0.0,53458,10292.825235361835,,43165.17476463816
990438,2,W,W,1.0,1.0,1.0,1874,11331.504584215892,,9457.504584215892
991949,2,W,W,1.0,1.0,1.0,335,14385.814215406299,,14050.814215406299
991389,2,K,W,0.0,0.0,0.0,7503,11181.791328696261,,3678.791328696261
990230,2,W,W,1.0,1.0,1.0,3458,11532.134650082813,,8074.134650082813
990038,2,P,W,0.0,0.0,0.0,24686,8995.323198543902,,15690.676801456098
990750,2,P,W,0.0,0.0,0.0,3444,11863.882689009064,,8419.882689009064
991046,2,W,W,1.0,1.0,1.0,7916,21727.782599311187,,13811.782599311187
991399,2,K,W,0.0,0.0,0.0,67503,10191.8693976969,,57311.1306023031
990470,2,P,W,0.0,0.0,0.0,8966,11492.675258788835,,2526.675258788835
991693,2,H,W,0.0,0.0,0.0,224660,37352.69352696596,,187307.30647303403
991968,2,W,W,1.0,1.0,1.0,8279,11927.38824895182,,3648.38824895182
990688,2,W,W,1.0,1.0,1.0,25727,13425.474882629873,,12301.525117370127
991844,2,K,W,0.0,0.0,0.0,13729,10026.403057972742,,3702.5969420272577
990640,2,H,W,0.0,0.0,0.0,2695,15251.926352863551,,12556.926352863551
991713,2,W,W,1.0,1.0,1.0,3675,16679.096749151035,,13004.096749151035
991219,2,W,K,0.0,0.0,0.0,2900,11692.300382539288,,8792.300382539288
991159,2,X,W,0.0,0.0,0.0,201,17024.240419878228,,16823.240419878228
991416,2,K,W,0.0,0.0,0.0,22391,8724.146041968763,,13666.853958031237
991528,2,K,W,0.0,0.0,0.0,2695,12127.394849962742,,9432.394849962742
991656,2,W,W,1.0,1.0,1.0,9666,11787.348331964318,,2121.3483319643183
991301,2,W,W,1.0,1.0,1.0,55172,18726.75262549958,,36445.247374500424
991823,2,W,W,1.0,1.0,1.0,218567,50936.169354931786,,167630.8306450682
990801,2,K,W,0.0,0.0,0.0,3239,12200.523655464032,,8961.523655464032
991604,2,H,W,0.0,0.0,0.0,85691,11965.189177489176,,73725.81082251083
990161,2,K,W,0.0,0.0,0.0,681,12215.234805817743,,11534.234805817743
990957,2,K,W,0.0,0.0,0.0,62821,11638.780278887225,,51182.21972111278
991187,2,W,W,1.0,1.0,1.0,54927,14013.893152977596,,40913.106847022405
990822,2,K,W,0.0,0.0,0.0,848,12196.791343600496,,11348.791343600496
991682,2,W,W,1.0,1.0,1.0,4759,12465.305865963675,,7706.305865963675
990878,2,W,W,1.0,1.0,1.0,61826,11563.906696582499,,50262.0933034175
990914,2,W,W,1.0,1.0,1.0,6382,17226.891929895068,,10844.891929895068
990153,2,W,W,1.0,1.0,1.0,2364,16004.395258435474,,13640.395258435474
991871,2,K,W,0.0,0.0,0.0,15534,10900.59172409608,,4633.408275903919
991777,2,W,W,1.0,1.0,1.0,2356,12296.104902392584,,9940.104902392584
990510,2,K,W,0.0,0.0,0.0,23408,11626.711725556032,,11781.288274443968
991136,2,K,W,0.0,0.0,0.0,11315,12815.801007593283,,1500.8010075932834
991251,2,W,W,1.0,1.0,1.0,90617,15886.760001885035,,74730.23999811496
991684,2,W,W,1.0,1.0,1.0,14204,15092.243824937004,,888.2438249370043
990104,2,H,W,0.0,0.0,0.0,514,10491.209594689351,,9977.209594689351
991446,2,W,W,1.0,1.0,1.0,4271,11419.742971876272,,7148.742971876272
991444,2,W,W,1.0,1.0,1.0,3156,10099.068696133543,,6943.068696133543
990587,2,H,W,0.0,0.0,0.0,53053,10308.412627422927,,42744.58737257707
991769,2,W,W,1.0,1.0,1.0,18580,16398.176894541863,,2181.8231054581374
991144,2,H,W,0.0,0.0,0.0,4439,13429.294279201353,,8990.294279201353
990054,2,W,W,1.0,1.0,1.0,2096,12112.744581838479,,10016.744581838479
990152,2,W,W,1.0,1.0,1.0,3205,15638.32505532289,,12433.32505532289
990404,2,K,W,0.0,0.0,0.0,59621,12692.294083876155,,46928.70591612384
991943,2,K,W,0.0,0.0,0.0,247847,16961.158723558212,,230885.8412764418
990208,2,W,W,1.0,1.0,1.0,14564,16219.593131685506,,1655.5931316855058
991895,2,K,W,0.0,0.0,0.0,62841,11940.289116305854,,50900.71088369415
991123,2,W,W,1.0,1.0,1.0,133,11564.436140780363,,11431.436140780363
991891,2,K,W,0.0,0.0,0.0,230195,10163.053607300566,,220031.94639269944
990009,2,H,W,0.0,0.0,0.0,3050,13733.292352077182,,10683.292352077182
991015,2,K,W,0.0,0.0,0.0,62304,12220.584735397893,,50083.41526460211
991907,2,W,W,1.0,1.0,1.0,244662,15284.43592206681,,229377.5640779332
991061,2,W,W,1.0,1.0,1.0,18720,13806.94906045407,,4913.05093954593
990453,2,W,W,1.0,1.0,1.0,75933,14281.831991474979,,61651.16800852502
990254,2,H,K,0.0,0.0,0.0,18489,11324.202569987729,,7164.797430012271
991328,2,K,W,0.0,0.0,0.0,356,12796.055898723649,,12440.055898723649
990897,2,W,K,0.0,0.0,0.0,5749,10942.917974802069,,5193.917974802069
991734,2,P,W,0.0,0.0,0.0,3295,12503.233953587855,,9208.233953587855
990881,2,W,W,1.0,1.0,1.0,8373,11775.131811695732,,3402.131811695732
991596,2,K,W,0.0,0.0,0.0,94728,11192.424140338053,,83535.57585966194
991889,2,W,W,1.0,1.0,1.0,3763,11646.809026563109,,7883.809026563109
990624,2,P,W,0.0,0.0,0.0,166352,12164.217038862129,,154187.78296113788
990346,2,H,W,0.0,0.0,0.0,7488,15861.574796082776,,8373.574796082776
