CaseID,ActivityID,timestamp,related_items
990029,1,2019-05-30 14:31:12,880115:880117:880116
990029,12,2019-05-30 20:54:23,880115:880117:880116
990029,4,2019-06-04 09:55:18,880253:880252:880255:880258:880257:880254:880116
990030,2,2019-05-23 20:05:16,880120:880119:880118:880121:880122
990030,1,2019-05-24 09:35:41,880120:880119:880118:880121:880122
990030,3,2019-06-13 09:35:41,880120:880119:880118:880121:880122
990030,12,2019-06-14 18:59:46,880120:880119:880118:880121:880122
990031,2,2019-05-23 22:50:07,880123
990031,1,2019-05-24 12:33:34,880123
990031,12,2019-05-28 15:42:42,880123
990031,4,2019-05-29 09:08:16,880091:880123:880088:880089:880148:880092:880090
990032,2,2019-05-24 09:31:49,880125:880124:880127:880126
990032,1,2019-05-24 13:40:11,880125:880124:880127:880126
990032,3,2019-06-13 13:40:11,880125:880124:880127:880126
990032,12,2019-06-25 10:19:21,880125:880124:880127:880126
990033,2,2019-05-24 11:23:25,880128:880129
990033,1,2019-05-24 11:59:26,880128:880129
990033,12,2019-05-24 17:07:14,880128:880129
990033,4,2019-05-28 15:50:34,880120:880129:880118:880036:880121:880128:880122
990034,2,2019-05-24 13:06:38,880133:880132:880130:880134:880131
990034,1,2019-05-24 17:21:57,880133:880132:880130:880134:880131
990034,3,2019-06-13 17:21:57,880133:880132:880130:880134:880131
990034,3,2019-07-03 17:21:57,880133:880132:880130:880134:880131
990034,12,2019-07-08 08:33:45,880133:880132:880130:880134:880131
990035,2,2019-05-24 14:33:03,880136:880138:880135:880137
990035,1,2019-05-28 10:25:46,880136:880138:880135:880137
990035,12,2019-05-28 11:34:27,880136:880138:880135:880137
990035,4,2019-06-04 15:56:37,880135:880298:880296:880299:880300:880293:880196:880295:880294
990036,2,2019-05-24 16:25:54,880143:880144:880141:880142:880139:880140
990036,1,2019-05-24 20:19:52,880143:880144:880141:880142:880139:880140
990036,3,2019-06-13 20:19:52,880143:880144:880141:880142:880139:880140
990036,12,2019-06-17 11:48:14,880143:880144:880141:880142:880139:880140
990037,2,2019-05-24 18:11:35,880145
990037,1,2019-05-24 20:04:02,880145
990037,3,2019-06-13 20:04:02,880145
990037,12,2019-06-21 09:28:04,880145
990038,2,2019-05-24 20:14:20,880146
990038,1,2019-05-29 14:04:13,880146
990038,12,2019-06-17 10:13:20,880146
990039,2,2019-05-24 23:08:15,880147
990039,1,2019-05-27 08:38:54,880147
990039,12,2019-06-07 11:25:11,880147
990040,2,2019-05-25 21:24:33,880148:880149
990040,1,2019-05-27 14:16:09,880148:880149
990040,3,2019-06-16 14:16:09,880148:880149
990040,12,2019-06-24 11:26:35,880148:880149
990041,2,2019-05-26 21:36:54,880156:880154:880153:880151:880155:880150:880152
990041,1,2019-05-27 12:03:03,880156:880154:880153:880151:880155:880150:880152
990041,3,2019-06-16 12:03:03,880156:880154:880153:880151:880155:880150:880152
990041,12,2019-06-20 15:33:16,880156:880154:880153:880151:880155:880150:880152
990042,2,2019-05-27 09:30:58,880157:880160:880161:880158:880162:880159:880163
990042,1,2019-05-27 17:54:51,880157:880160:880161:880158:880162:880159:880163
990042,3,2019-06-16 17:54:51,880157:880160:880161:880158:880162:880159:880163
990042,12,2019-06-20 09:40:09,880157:880160:880161:880158:880162:880159:880163
990043,2,2019-05-27 11:21:43,880165:880166:880164:880167
990043,1,2019-05-28 11:50:36,880165:880166:880164:880167
990043,12,2019-06-07 10:09:00,880165:880166:880164:880167
990043,4,2019-06-19 10:37:32,880167:880620:880619:880580:880595:880499:880584:880581:880617
990044,2,2019-05-27 13:03:14,880174:880170:880172:880171:880168:880169:880173
990044,1,2019-05-28 16:30:03,880174:880170:880172:880171:880168:880169:880173
990044,12,2019-05-29 17:50:05,880174:880170:880172:880171:880168:880169:880173
990044,4,2019-06-20 11:30:48,880681:880225:880685:880171
990045,2,2019-05-27 14:26:15,880177:880176:880175
990045,1,2019-05-27 16:50:41,880177:880176:880175
990045,12,2019-06-03 12:26:24,880177:880176:880175
990045,4,2019-06-14 09:06:37,880524:880176:880525
990046,2,2019-05-27 16:12:18,880178:880179:880180
990046,1,2019-05-29 08:30:54,880178:880179:880180
990046,12,2019-06-05 16:50:18,880178:880179:880180
990046,4,2019-06-05 21:36:36,880284:880178:880342:880045:880340
990047,2,2019-05-27 17:44:23,880182:880183:880184:880181
990047,1,2019-05-28 15:30:21,880182:880183:880184:880181
990047,12,2019-05-29 16:05:52,880182:880183:880184:880181
990047,4,2019-07-11 11:16:44,880182:880995:881181
990048,2,2019-05-27 19:52:44,880189:880186:880185:880190:880188:880187
990048,1,2019-05-28 18:21:13,880189:880186:880185:880190:880188:880187
990048,12,2019-05-29 10:23:08,880189:880186:880185:880190:880188:880187
990048,4,2019-06-07 16:10:36,880189:880310:880231:880238
990049,2,2019-05-27 23:25:03,880192:880193:880194:880191
990049,1,2019-05-28 16:48:38,880192:880193:880194:880191
990049,12,2019-05-30 09:32:50,880192:880193:880194:880191
990049,4,2019-06-17 16:39:14,880427:880194:880533:880534:880424:880536:880145:880559:880558
990050,2,2019-05-28 09:21:38,880196:880198:880197:880195
990050,1,2019-05-29 16:14:33,880196:880198:880197:880195
990050,12,2019-06-05 11:38:24,880196:880198:880197:880195
990050,4,2019-06-12 09:24:21,880463:880464:880291:880461:880198:880458:880462:880438:880439:880441:880440:880292:880478:880480:880459
990051,2,2019-05-28 11:03:03,880199:880200
990051,1,2019-05-29 15:52:29,880199:880200
990051,3,2019-06-18 15:52:29,880199:880200
990051,12,2019-06-20 11:19:33,880199:880200
990052,2,2019-05-28 12:25:54,880201:880202:880203:880204
990052,1,2019-05-29 15:28:13,880201:880202:880203:880204
990052,12,2019-06-03 10:34:21,880201:880202:880203:880204
990052,4,2019-06-04 12:49:08,880210:880208:880209:880276:880207:880204:880201:880203:880126
990053,2,2019-05-28 14:11:35,880205:880206
990053,1,2019-05-29 16:29:38,880205:880206
990053,12,2019-06-05 13:50:33,880205:880206
990054,2,2019-05-28 15:42:58,880210:880209:880207:880208
990054,1,2019-05-29 10:08:32,880210:880209:880207:880208
990054,12,2019-05-30 10:15:05,880210:880209:880207:880208
990054,4,2019-06-04 12:49:08,880210:880208:880209:880276:880207:880204:880201:880203:880126
990055,2,2019-05-28 17:45:43,880212:880215:880213:880211:880214
990055,1,2019-05-29 10:27:42,880212:880215:880213:880211:880214
990055,12,2019-05-30 15:51:02,880212:880215:880213:880211:880214
990055,4,2019-06-18 15:32:24,880587:880590:880510:880211
990056,2,2019-05-28 19:56:44,880218:880217:880219:880220:880216
990056,1,2019-05-29 15:23:52,880218:880217:880219:880220:880216
990056,12,2019-05-31 15:34:57,880218:880217:880219:880220:880216
990056,4,2019-06-18 13:46:02,880309:880550:880228:880305:880552:880551:880548:880216:880553
990057,2,2019-05-28 23:33:03,880222:880221
990057,1,2019-05-29 11:09:46,880222:880221
990057,12,2019-05-30 16:16:54,880222:880221
990057,4,2019-06-04 10:32:16,880272:880222:880141:880221:880029:880142:880144
990058,2,2019-05-29 09:31:14,880223:880224
990058,1,2019-05-29 11:49:55,880223:880224
990058,12,2019-05-30 10:13:37,880223:880224
990058,4,2019-06-03 09:14:37,880192:880193:880224:880191:880223
990059,2,2019-05-29 11:22:16,880226:880225
990059,1,2019-05-30 09:38:47,880226:880225
990059,12,2019-06-14 15:35:32,880226:880225
990059,4,2019-06-20 11:30:48,880681:880225:880685:880171
990060,2,2019-05-29 13:04:19,880229:880228:880227
990060,1,2019-05-30 09:16:40,880229:880228:880227
990060,12,2019-06-06 14:44:36,880229:880228:880227
990060,4,2019-06-18 13:46:02,880309:880550:880228:880305:880552:880551:880548:880216:880553
990061,2,2019-05-29 14:28:25,880233:880230:880231:880232
990061,1,2019-05-31 13:38:24,880233:880230:880231:880232
990061,12,2019-06-06 13:29:09,880233:880230:880231:880232
990061,4,2019-06-12 08:32:06,880337:880230
990062,2,2019-05-29 16:16:38,880236:880234:880235
990062,1,2019-05-29 21:19:02,880236:880234:880235
990062,12,2019-06-03 08:49:00,880236:880234:880235
990062,4,2019-06-13 10:39:25,880508:880234
990063,2,2019-05-29 17:53:03,880237:880238
990063,1,2019-05-30 12:51:13,880237:880238
990063,12,2019-06-13 10:37:49,880237:880238
990064,2,2019-05-29 20:18:44,880240:880239:880242:880244:880243:880241
990064,1,2019-05-30 16:54:53,880240:880239:880242:880244:880243:880241
990064,12,2019-06-06 10:43:00,880240:880239:880242:880244:880243:880241
990064,4,2019-06-17 15:47:30,880575:880613:880357:880571:880597:880242:880593:880574:880612
990065,2,2019-05-29 23:17:03,880246:880245
990065,1,2019-05-30 14:38:58,880246:880245
990065,3,2019-06-19 14:38:58,880246:880245
990065,3,2019-07-09 14:38:58,880246:880245
990065,12,2019-07-09 16:59:01,880246:880245
990066,2,2019-05-30 09:12:02,880251:880247:880250:880248:880249
990066,1,2019-05-31 10:22:31,880251:880247:880250:880248:880249
990066,3,2019-06-20 10:22:31,880251:880247:880250:880248:880249
990066,12,2019-07-04 16:02:50,880251:880247:880250:880248:880249
990067,2,2019-05-30 10:43:52,880253:880252:880256:880255:880258:880259:880257:880260:880254
990067,1,2019-05-30 20:52:38,880253:880252:880256:880255:880258:880259:880257:880260:880254
990067,3,2019-06-19 20:52:38,880253:880252:880256:880255:880258:880259:880257:880260:880254
990067,12,2019-06-26 10:54:53,880253:880252:880256:880255:880258:880259:880257:880260:880254
990068,2,2019-05-30 12:47:31,880263:880262:880264:880261
990068,1,2019-05-30 14:01:50,880263:880262:880264:880261
990068,12,2019-06-03 15:00:23,880263:880262:880264:880261
990068,4,2019-06-07 14:04:28,880376:880286:880378:880379:880394:880396:880263:880262:880391:880393:880392:880264:880001:880390:880377
990069,2,2019-05-30 14:54:49,880266:880265:880268:880269:880271:880270:880267
990069,1,2019-05-31 19:40:05,880266:880265:880268:880269:880271:880270:880267
990069,12,2019-06-05 17:28:24,880266:880265:880268:880269:880271:880270:880267
990069,4,2019-06-11 11:37:05,880266:880271:880428
990070,2,2019-05-30 17:09:26,880272:880273
990070,1,2019-05-31 13:54:42,880272:880273
990070,12,2019-05-31 21:00:56,880272:880273
990070,4,2019-06-11 11:11:03,880469:880273
990071,2,2019-05-30 18:38:39,880276:880275:880274
990071,1,2019-05-31 18:35:12,880276:880275:880274
990071,12,2019-06-03 15:35:15,880276:880275:880274
990071,4,2019-06-25 17:17:11,880275:880834:880761:880759:880837:880760
990072,2,2019-05-30 21:35:32,880278:880279:880277
990072,1,2019-05-31 17:26:51,880278:880279:880277
990072,12,2019-06-06 10:24:40,880278:880279:880277
990072,4,2019-06-19 10:27:27,880630:880278:880626
990073,2,2019-05-31 05:51:06,880281:880282:880280:880283
990073,1,2019-06-03 13:34:02,880281:880282:880280:880283
990073,12,2019-06-04 14:36:40,880281:880282:880280:880283
990073,4,2019-06-05 18:15:29,880324:880302:880283:880304:880282:880325:880301:880281:880280
990074,2,2019-05-31 10:28:00,880284
990074,1,2019-05-31 10:51:25,880284
990074,12,2019-06-05 16:55:47,880284
990074,4,2019-06-05 21:36:36,880284:880178:880342:880045:880340
990075,2,2019-05-31 12:15:47,880286:880287:880288:880289:880285
990075,1,2019-06-05 09:29:25,880286:880287:880288:880289:880285
990075,12,2019-06-12 13:46:38,880286:880287:880288:880289:880285
990076,2,2019-05-31 13:51:22,880290:880291:880293:880292:880294
990076,1,2019-05-31 18:38:01,880290:880291:880293:880292:880294
990076,12,2019-06-03 10:59:11,880290:880291:880293:880292:880294
990076,4,2019-06-18 09:38:55,880290:880482:880460:880481:880479:880483:880297
990077,2,2019-05-31 16:02:31,880298:880296:880299:880300:880295:880297
990077,1,2019-05-31 16:28:32,880298:880296:880299:880300:880295:880297
990077,3,2019-06-20 16:28:32,880298:880296:880299:880300:880295:880297
990077,12,2019-06-27 12:17:52,880298:880296:880299:880300:880295:880297
990078,2,2019-05-31 17:24:50,880303:880304:880302:880301
990078,1,2019-06-05 16:25:06,880303:880304:880302:880301
990078,12,2019-06-06 12:39:59,880303:880304:880302:880301
990078,4,2019-06-11 10:57:37,880372:880303:880108:880375:880373:880374
990079,2,2019-05-31 19:09:27,880309:880308:880306:880305:880310:880307
990079,1,2019-06-03 16:08:44,880309:880308:880306:880305:880310:880307
990079,12,2019-06-05 10:48:11,880309:880308:880306:880305:880310:880307
990079,4,2019-06-21 16:20:51,880690:880636:880308
990080,2,2019-05-31 21:58:29,880313:880311:880312
990080,1,2019-06-03 11:08:16,880313:880311:880312
990080,3,2019-06-23 11:08:16,880313:880311:880312
990080,12,2019-06-25 18:48:07,880313:880311:880312
990081,2,2019-06-01 15:50:48,880315:880314:880316:880317
990081,1,2019-06-03 12:13:48,880315:880314:880316:880317
990081,12,2019-06-03 16:17:22,880315:880314:880316:880317
990081,4,2019-06-11 10:59:30,880314
990082,2,2019-06-02 16:35:30,880322:880319:880321:880318:880320
990082,1,2019-06-04 15:34:40,880322:880319:880321:880318:880320
990082,3,2019-06-24 15:34:40,880322:880319:880321:880318:880320
990082,3,2019-07-14 15:34:40,880322:880319:880321:880318:880320
990082,12,2019-07-23 15:44:45,880322:880319:880321:880318:880320
990083,2,2019-06-03 08:44:59,880325:880324:880323
990083,1,2019-06-03 10:43:21,880325:880324:880323
990083,12,2019-06-05 13:26:51,880325:880324:880323
990083,4,2019-06-19 11:31:56,880555:880323:880491
990084,2,2019-06-03 10:57:16,880327:880335:880326:880328:880332:880330:880333:880329:880331:880334
990084,1,2019-06-03 13:55:54,880327:880335:880326:880328:880332:880330:880333:880329:880331:880334
990084,12,2019-06-05 13:48:36,880327:880335:880326:880328:880332:880330:880333:880329:880331:880334
990084,4,2019-06-14 13:10:53,880465:880569:880332:880408
990085,2,2019-06-03 13:14:19,880337:880336
990085,1,2019-06-04 13:59:35,880337:880336
990085,3,2019-06-24 13:59:35,880337:880336
990085,3,2019-07-14 13:59:35,880337:880336
990085,12,2019-07-17 12:08:04,880337:880336
990085,4,2019-07-19 10:22:34,880840:881303:880336
990086,2,2019-06-03 14:48:26,880338:880341:880342:880339:880340
990086,1,2019-06-04 10:12:11,880338:880341:880342:880339:880340
990086,12,2019-06-07 09:37:05,880338:880341:880342:880339:880340
990086,4,2019-06-21 14:12:29,880338:880654:880657:880653:880652:880703:880658
990087,2,2019-06-03 16:56:39,880350:880344:880343:880348:880345:880351:880346:880352:880349:880347
990087,1,2019-06-03 22:22:53,880350:880344:880343:880348:880345:880351:880346:880352:880349:880347
990087,12,2019-06-17 15:48:27,880350:880344:880343:880348:880345:880351:880346:880352:880349:880347
990088,2,2019-06-03 19:13:05,880353
990088,1,2019-06-04 18:56:33,880353
990088,12,2019-06-07 11:16:22,880353
990089,2,2019-06-03 22:05:45,880356:880355:880354
990089,1,2019-06-04 13:49:03,880356:880355:880354
990089,12,2019-06-04 16:28:40,880356:880355:880354
990089,4,2019-06-06 16:31:50,880356:880354:880355:880215
990090,2,2019-06-04 07:52:24,880360:880359:880357:880358
990090,1,2019-06-07 10:06:56,880360:880359:880357:880358
990090,12,2019-06-17 10:49:14,880360:880359:880357:880358
990090,4,2019-07-03 16:17:00,880960:880360:880930:880931:880933:880934:880965:880929:880932
990091,2,2019-06-04 10:41:26,880361:880364:880363:880362
990091,1,2019-06-04 18:16:27,880361:880364:880363:880362
990091,12,2019-06-07 12:28:31,880361:880364:880363:880362
990091,4,2019-06-12 16:19:07,880363:880385:880415:880418:880247:880414:880417:880362:880413:880410
990092,2,2019-06-04 12:42:39,880367:880366:880365
990092,1,2019-06-04 12:50:40,880367:880366:880365
990092,12,2019-06-18 16:20:13,880367:880366:880365
990093,2,2019-06-04 14:45:06,880370:880371:880369:880368
990093,1,2019-06-04 18:09:25,880370:880371:880369:880368
990093,12,2019-06-17 15:59:19,880370:880371:880369:880368
990094,2,2019-06-04 16:49:59,880372:880375:880373:880374
990094,1,2019-06-05 13:52:22,880372:880375:880373:880374
990094,12,2019-06-07 12:33:45,880372:880375:880373:880374
990094,4,2019-06-11 10:57:37,880372:880303:880108:880375:880373:880374
990095,2,2019-06-04 18:59:46,880376:880379:880380:880378:880381:880377
990095,1,2019-06-05 10:19:21,880376:880379:880380:880378:880381:880377
990095,12,2019-06-11 14:24:40,880376:880379:880380:880378:880381:880377
990095,4,2019-07-05 11:22:24,881041:881037:880380
990096,2,2019-06-04 22:38:52,880382:880383
990096,1,2019-06-05 11:54:06,880382:880383
990096,12,2019-06-05 15:09:08,880382:880383
990096,4,2019-06-10 10:36:42,880367:880425:880382:880383:880365:880366
990097,2,2019-06-05 09:09:19,880385:880388:880387:880384:880386:880389
990097,1,2019-06-05 10:35:51,880385:880388:880387:880384:880386:880389
990097,12,2019-06-06 10:22:29,880385:880388:880387:880384:880386:880389
990097,4,2019-06-26 12:22:38,880742:880762:880605:880765:880830:880764:880610:880832:880389:880777:880778:880743:880739:880741:880779:880740:880705
990098,2,2019-06-05 10:38:26,880392:880395:880394:880396:880391:880393:880390
990098,1,2019-06-05 16:10:22,880392:880395:880394:880396:880391:880393:880390
990098,12,2019-06-17 12:21:04,880392:880395:880394:880396:880391:880393:880390
990098,4,2019-06-26 09:18:52,880395:880004
990099,2,2019-06-05 12:36:39,880397:880398:880400:880399
990099,1,2019-06-05 15:56:57,880397:880398:880400:880399
990099,12,2019-06-12 10:21:55,880397:880398:880400:880399
990100,2,2019-06-05 14:33:05,880403:880401:880404:880402
990100,1,2019-06-06 14:39:13,880403:880401:880404:880402
990100,3,2019-06-26 14:39:13,880403:880401:880404:880402
990100,12,2019-07-15 13:52:20,880403:880401:880404:880402
990101,2,2019-06-05 16:25:58,880407:880406:880408:880405:880409
990101,1,2019-06-07 09:59:13,880407:880406:880408:880405:880409
990101,3,2019-06-27 09:59:13,880407:880406:880408:880405:880409
990101,12,2019-06-27 16:03:31,880407:880406:880408:880405:880409
990102,2,2019-06-05 18:11:43,880411:880415:880416:880414:880412:880413:880410
990102,1,2019-06-06 08:22:07,880411:880415:880416:880414:880412:880413:880410
990102,12,2019-06-06 09:46:36,880411:880415:880416:880414:880412:880413:880410
990102,4,2019-07-19 11:58:02,881351:880983:881350:880546:881352:881391:880412
990103,2,2019-06-05 20:14:44,880417:880418
990103,1,2019-06-12 10:39:44,880417:880418
990103,12,2019-06-12 12:38:15,880417:880418
990103,4,2019-06-12 16:19:07,880363:880385:880415:880418:880247:880414:880417:880362:880413:880410
990104,2,2019-06-05 23:09:03,880423:880422:880421:880420:880419
990104,1,2019-06-07 10:00:10,880423:880422:880421:880420:880419
990104,3,2019-06-27 10:00:10,880423:880422:880421:880420:880419
990104,12,2019-07-15 14:38:05,880423:880422:880421:880420:880419
990105,2,2019-06-06 09:02:26,880426:880424:880425:880427
990105,1,2019-06-07 19:20:33,880426:880424:880425:880427
990105,12,2019-06-26 19:07:51,880426:880424:880425:880427
990106,2,2019-06-06 10:24:40,880430:880428:880432:880429:880431
990106,1,2019-06-06 12:14:56,880430:880428:880432:880429:880431
990106,12,2019-06-14 15:41:14,880430:880428:880432:880429:880431
990106,4,2019-06-27 15:17:02,880813:880812:880810:880767:880684:880429:880766:880805:880849:880852:880853:880770:880768:880809
990107,2,2019-06-06 12:09:07,880436:880437:880434:880435:880433
990107,1,2019-06-06 15:38:25,880436:880437:880434:880435:880433
990107,12,2019-06-10 15:26:45,880436:880437:880434:880435:880433
990107,4,2019-06-12 21:23:49,880423:880495:880503:880504:880422:880496:880435:880420:880505:880498
990108,2,2019-06-06 13:38:01,880443:880438:880439:880442:880441:880440
990108,1,2019-06-06 16:53:04,880443:880438:880439:880442:880441:880440
990108,12,2019-06-11 11:34:39,880443:880438:880439:880442:880441:880440
990108,4,2019-07-16 11:32:41,881283:881044:880442
990109,2,2019-06-06 15:35:50,880444
990109,1,2019-06-07 12:28:45,880444
990109,12,2019-06-07 15:39:40,880444
990109,4,2019-06-19 11:07:41,880444:880632
990110,2,2019-06-06 17:31:27,880446:880445
990110,1,2019-06-06 22:05:48,880446:880445
990110,12,2019-06-13 09:51:23,880446:880445
990110,4,2019-06-26 18:49:28,880783:880781:880780:880446:880782
990111,2,2019-06-06 19:22:42,880451:880448:880447:880454:880453:880450:880452:880456:880449:880455
990111,1,2019-06-07 09:51:07,880451:880448:880447:880454:880453:880450:880452:880456:880449:880455
990111,12,2019-06-11 17:41:06,880451:880448:880447:880454:880453:880450:880452:880456:880449:880455
990111,4,2019-06-19 10:18:09,880566:880564:880562:880456:880565:880563
990112,2,2019-06-06 22:24:59,880457
990112,1,2019-06-07 20:31:36,880457
990112,12,2019-06-11 21:06:26,880457
990112,4,2019-06-13 11:59:50,880430:880473:880471:880432:880474:880457:880475:880431:880472:880169
990113,2,2019-06-07 08:41:32,880463:880464:880458:880462:880460:880461:880459
990113,1,2019-06-07 09:56:11,880463:880464:880458:880462:880460:880461:880459
990113,12,2019-06-11 14:32:34,880463:880464:880458:880462:880460:880461:880459
990113,4,2019-06-18 09:38:55,880290:880482:880460:880481:880479:880483:880297
990114,2,2019-06-07 10:52:06,880465:880466:880467
990114,1,2019-06-07 16:12:52,880465:880466:880467
990114,12,2019-06-14 17:47:32,880465:880466:880467
990114,4,2019-06-18 18:17:14,880585:880648:880531:880532:880467
990115,2,2019-06-07 13:03:59,880468:880469:880470
