CaseID,ActivityID,timestamp,related_items
660013,14,2019-05-29 16:14:22,880034:880042:880039:880044:880046:880179:880180:880143:880139:880140:880052:880037
660014,12,2019-05-29 11:18:17,880085:880131:880133:880087:880082:880175:880083:880084:880134
660014,21,2019-05-29 19:29:05,880085:880131:880133:880087:880082:880175:880083:880084:880134
660014,14,2019-05-30 10:34:44,880085:880131:880133:880087:880082:880175:880083:880084:880134
660015,12,2019-05-29 13:59:21,880097:880100
660015,21,2019-05-29 19:08:32,880097:880100
660015,14,2019-05-30 14:50:42,880097:880100
660016,12,2019-05-29 15:38:06,880105:880107:880104:880021
660016,21,2019-05-30 10:10:22,880105:880107:880104:880021
660016,14,2019-05-30 12:02:46,880105:880107:880104:880021
660017,12,2019-05-29 16:14:37,880009:880027:880112:880114
660017,21,2019-05-30 10:19:45,880009:880027:880112:880114
660017,14,2019-05-31 11:00:07,880009:880027:880112:880114
660018,12,2019-05-29 17:38:50,880115:880117
660018,21,2019-05-30 13:17:32,880115:880117
660018,14,2019-05-30 15:42:57,880115:880117
660019,12,2019-05-29 18:01:12,880205:880136:880138:880195:880137:880206:880197
660019,21,2019-05-29 19:32:41,880205:880136:880138:880195:880137:880206:880197
660019,1,2019-05-30 13:16:22,880205:880136:880138:880195:880137:880206:880197
660019,14,2019-05-30 16:23:46,880205:880136:880138:880195:880137:880206:880197
660020,12,2019-05-30 01:00:00,880190:880220:880229:880186:880066:880233:880188:880187:880219:880218:880232
660020,21,2019-05-30 14:38:24,880190:880220:880229:880186:880066:880233:880188:880187:880219:880218:880232
660020,1,2019-05-30 16:34:12,880190:880220:880229:880186:880066:880233:880188:880187:880219:880218:880232
660020,1,2019-05-31 10:30:10,880190:880220:880229:880186:880066:880233:880188:880187:880219:880218:880232
660020,1,2019-05-31 14:58:13,880190:880220:880229:880186:880066:880233:880188:880187:880219:880218:880232
660020,14,2019-05-31 16:18:19,880190:880220:880229:880186:880066:880233:880188:880187:880219:880218:880232
660021,12,2019-05-30 15:56:05,880173:880168:880060:880170:880061:880172:880174
660021,21,2019-05-31 12:07:26,880173:880168:880060:880170:880061:880172:880174
660021,14,2019-05-31 12:59:10,880173:880168:880060:880170:880061:880172:880174
660022,12,2019-05-30 17:36:37,880164:880166:880165:880184:880183:880035
660022,21,2019-06-03 11:23:31,880164:880166:880165:880184:880183:880035
660022,14,2019-06-03 16:37:21,880164:880166:880165:880184:880183:880035
660023,12,2019-05-30 20:10:16,880192:880193:880191:880224:880223
660023,21,2019-05-31 12:37:28,880192:880193:880191:880224:880223
660023,14,2019-06-03 09:14:37,880192:880193:880191:880224:880223
660024,12,2019-05-31 09:59:47,880246:880163:880160
660024,21,2019-05-31 13:02:49,880246:880163:880160
660024,14,2019-05-31 20:47:49,880246:880163:880160
660025,12,2019-05-31 11:02:37,880153:880152:880151
660025,21,2019-05-31 13:32:02,880153:880152:880151
660025,14,2019-05-31 15:13:21,880153:880152:880151
660026,12,2019-05-31 12:36:18,880276:880209:880201:880203:880207:880204:880208:880126:880210
660026,21,2019-06-03 14:44:40,880276:880209:880201:880203:880207:880204:880208:880126:880210
660026,14,2019-06-04 12:49:08,880276:880209:880201:880203:880207:880204:880208:880126:880210
660027,12,2019-05-31 19:05:24,880222:880221:880029:880142:880144:880272:880141
660027,21,2019-06-03 14:07:59,880222:880221:880029:880142:880144:880272:880141
660027,14,2019-06-04 10:32:16,880222:880221:880029:880142:880144:880272:880141
660028,12,2019-06-03 10:42:52,880199:880235:880236:880214:880213:880200:880212
660028,21,2019-06-03 21:34:51,880199:880235:880236:880214:880213:880200:880212
660028,14,2019-06-05 09:57:32,880199:880235:880236:880214:880213:880200:880212
660029,12,2019-06-03 13:21:46,880257:880254:880116:880252:880253:880255:880258
660029,21,2019-06-03 15:15:53,880257:880254:880116:880252:880253:880255:880258
660029,14,2019-06-04 09:55:18,880257:880254:880116:880252:880253:880255:880258
660030,12,2019-06-03 16:22:21,880244:880111:880239:880240
660030,21,2019-06-04 11:28:14,880244:880111:880239:880240
660030,14,2019-06-05 14:32:48,880244:880111:880239:880240
660031,12,2019-06-03 18:10:26,880132:880130:880321:880319
660031,21,2019-06-05 09:11:11,880132:880130:880321:880319
660031,1,2019-06-05 13:53:34,880132:880130:880321:880319
660031,14,2019-06-05 15:58:13,880132:880130:880321:880319
660032,12,2019-06-03 19:30:05,880237:880217:880306:880227:880307:880185
660032,21,2019-06-04 11:31:54,880237:880217:880306:880227:880307:880185
660032,14,2019-06-04 15:39:23,880237:880217:880306:880227:880307:880185
660033,12,2019-06-04 01:00:00,880250:880249:880251:880248:880093
660033,21,2019-06-04 11:15:46,880250:880249:880251:880248:880093
660033,14,2019-06-05 09:41:01,880250:880249:880251:880248:880093
660034,12,2019-06-04 10:21:54,880300:880295:880294:880296:880298:880293:880299:880135:880196
660034,21,2019-06-04 11:24:58,880300:880295:880294:880296:880298:880293:880299:880135:880196
660034,14,2019-06-04 15:56:37,880300:880295:880294:880296:880298:880293:880299:880135:880196
660035,12,2019-06-04 12:25:02,880270:880265:880269:880268:880267:880226
660035,21,2019-06-04 15:18:56,880270:880265:880269:880268:880267:880226
660035,14,2019-06-05 12:18:00,880270:880265:880269:880268:880267:880226
660036,12,2019-06-04 15:15:34,880287:880288:880261:880102
660036,21,2019-06-04 18:00:57,880287:880288:880261:880102
660036,14,2019-06-05 15:51:44,880287:880288:880261:880102
660037,12,2019-06-04 16:01:06,880301:880283:880302:880304:880280:880281:880324:880282:880325
660037,21,2019-06-04 16:54:41,880301:880283:880302:880304:880280:880281:880324:880282:880325
660037,14,2019-06-05 18:15:29,880301:880283:880302:880304:880280:880281:880324:880282:880325
660038,12,2019-06-04 19:51:21,880119:880315:880317:880181:880316
660038,21,2019-06-05 11:11:34,880119:880315:880317:880181:880316
660038,14,2019-06-05 13:23:11,880119:880315:880317:880181:880316
660039,12,2019-06-05 09:43:33,880178:880284:880340:880045:880342
660039,21,2019-06-05 15:08:57,880178:880284:880340:880045:880342
660039,1,2019-06-05 16:25:21,880178:880284:880340:880045:880342
660039,14,2019-06-05 21:36:36,880178:880284:880340:880045:880342
660040,12,2019-06-05 10:43:20,880313:880311:880279:880312
660040,21,2019-06-05 16:40:17,880313:880311:880279:880312
660040,14,2019-06-06 17:28:01,880313:880311:880279:880312
660041,12,2019-06-05 11:11:42,880348:880346:880353:880349:880345:880350:880157:880351:880245
660041,21,2019-06-05 19:31:37,880348:880346:880353:880349:880345:880350:880157:880351:880245
660041,14,2019-06-06 20:46:27,880348:880346:880353:880349:880345:880350:880157:880351:880245
660042,12,2019-06-05 13:57:20,880274:880127:880147:880124
660042,21,2019-06-05 16:32:10,880274:880127:880147:880124
660042,14,2019-06-05 16:43:25,880274:880127:880147:880124
660043,12,2019-06-05 15:22:57,880329:880335:880333:880260:880256:880330:880331:880328
660043,21,2019-06-05 19:41:18,880329:880335:880333:880260:880256:880330:880331:880328
660043,14,2019-06-06 10:51:45,880329:880335:880333:880260:880256:880330:880331:880328
660044,12,2019-06-05 16:31:53,880241:880243:880358:880055
660044,21,2019-06-06 12:40:22,880241:880243:880358:880055
660044,14,2019-06-07 10:46:15,880241:880243:880358:880055
660045,12,2019-06-06 08:37:01,880189:880231:880238:880310
660045,21,2019-06-06 10:19:20,880189:880231:880238:880310
660045,1,2019-06-06 14:24:19,880189:880231:880238:880310
660045,14,2019-06-07 16:10:36,880189:880231:880238:880310
660046,12,2019-06-06 10:21:38,880177:880320:880318:880369:880086:880322:880370:880371:880368
660046,21,2019-06-06 10:56:40,880177:880320:880318:880369:880086:880322:880370:880371:880368
660046,14,2019-06-06 15:45:51,880177:880320:880318:880369:880086:880322:880370:880371:880368
660047,12,2019-06-06 14:08:08,880354:880355:880356:880215
660047,21,2019-06-06 14:51:30,880354:880355:880356:880215
660047,14,2019-06-06 16:31:50,880354:880355:880356:880215
660048,12,2019-06-06 14:37:28,880384:880364:880386:880361:880387:880411:880388:880416
660048,21,2019-06-07 09:23:31,880384:880364:880386:880361:880387:880411:880388:880416
660048,1,2019-06-07 12:36:38,880384:880364:880386:880361:880387:880411:880388:880416
660048,14,2019-06-10 09:47:58,880384:880364:880386:880361:880387:880411:880388:880416
660049,12,2019-06-06 16:20:03,880286:880396:880394:880390:880378:880379:880377:880392:880001:880376:880393:880263:880262:880264:880391
660049,21,2019-06-07 10:00:10,880286:880396:880394:880390:880378:880379:880377:880392:880001:880376:880393:880263:880262:880264:880391
660049,14,2019-06-07 14:04:28,880286:880396:880394:880390:880378:880379:880377:880392:880001:880376:880393:880263:880262:880264:880391
660050,12,2019-06-07 10:54:38,880266:880428:880271
660050,21,2019-06-07 16:59:06,880266:880428:880271
660050,14,2019-06-11 11:37:05,880266:880428:880271
660051,12,2019-06-07 11:36:06,880382:880365:880366:880367:880383:880425
660051,21,2019-06-10 10:12:01,880382:880365:880366:880367:880383:880425
660051,14,2019-06-10 10:36:42,880382:880365:880366:880367:880383:880425
660052,12,2019-06-07 13:43:45,880108:880375:880373:880374:880372:880303
660052,21,2019-06-10 16:57:21,880108:880375:880373:880374:880372:880303
660052,14,2019-06-11 10:57:37,880108:880375:880373:880374:880372:880303
660053,12,2019-06-07 16:35:21,880469:880273
660053,21,2019-06-10 10:48:29,880469:880273
660053,14,2019-06-11 11:11:03,880469:880273
660054,12,2019-06-07 16:49:07,880434:880155:880421:880433:880419:880445:880437:880436
660054,21,2019-06-07 19:16:45,880434:880155:880421:880433:880419:880445:880437:880436
660054,14,2019-06-11 09:48:47,880434:880155:880421:880433:880419:880445:880437:880436
660055,12,2019-06-07 21:54:37,880314
660055,21,2019-06-10 12:23:57,880314
660055,14,2019-06-11 10:59:30,880314
660056,12,2019-06-09 01:00:00,880455:880449:880450:880344:880343:880454:880352:880347
660056,21,2019-06-10 09:52:30,880455:880449:880450:880344:880343:880454:880352:880347
660056,14,2019-06-10 18:45:14,880455:880449:880450:880344:880343:880454:880352:880347
660057,12,2019-06-10 10:26:27,880404:880406:880407:880466:880334:880409:880326:880327:880405:880403
660057,21,2019-06-10 17:11:29,880404:880406:880407:880466:880334:880409:880326:880327:880405:880403
660057,14,2019-06-11 14:08:47,880404:880406:880407:880466:880334:880409:880326:880327:880405:880403
660058,12,2019-06-10 13:38:05,880487:880398:880400:880397:880399:880359
660058,21,2019-06-10 15:45:52,880487:880398:880400:880397:880399:880359
660058,14,2019-06-10 18:23:07,880487:880398:880400:880397:880399:880359
660059,12,2019-06-10 15:31:20,880230:880337
660059,21,2019-06-11 19:30:29,880230:880337
660059,14,2019-06-12 08:32:06,880230:880337
660060,12,2019-06-10 16:01:39,880459:880198:880291:880478:880480:880439:880440:880441:880458:880463:880462:880292:880461:880438:880464
660060,21,2019-06-11 20:06:02,880459:880198:880291:880478:880480:880439:880440:880441:880458:880463:880462:880292:880461:880438:880464
660060,14,2019-06-12 09:24:21,880459:880198:880291:880478:880480:880439:880440:880441:880458:880463:880462:880292:880461:880438:880464
660061,12,2019-06-11 11:14:02,880492:880277:880494
660061,21,2019-06-12 10:08:01,880492:880277:880494
660061,14,2019-06-12 13:17:51,880492:880277:880494
660062,12,2019-06-11 11:57:25,880247:880362:880385:880410:880415:880363:880413:880414:880417:880418
660062,21,2019-06-11 16:47:06,880247:880362:880385:880410:880415:880363:880413:880414:880417:880418
660062,14,2019-06-12 16:19:07,880247:880362:880385:880410:880415:880363:880413:880414:880417:880418
660063,12,2019-06-11 15:49:49,880234:880508
660063,21,2019-06-12 10:54:41,880234:880508
660063,14,2019-06-13 10:39:25,880234:880508
660064,12,2019-06-11 16:17:39,880485:880484:880285:880381:880289
660064,21,2019-06-12 09:32:06,880485:880484:880285:880381:880289
660064,14,2019-06-12 11:50:09,880485:880484:880285:880381:880289
660065,12,2019-06-12 08:11:47,880513:880512:880426
660065,21,2019-06-12 08:24:07,880513:880512:880426
660065,14,2019-06-12 11:45:23,880513:880512:880426
660066,12,2019-06-12 09:46:21,880475:880472:880473:880457:880471:880169:880474:880431:880430:880432
660066,21,2019-06-12 12:33:15,880475:880472:880473:880457:880471:880169:880474:880431:880430:880432
660066,14,2019-06-13 11:59:50,880475:880472:880473:880457:880471:880169:880474:880431:880430:880432
660067,12,2019-06-12 12:23:12,880468:880470
660067,21,2019-06-12 16:28:05,880468:880470
660067,14,2019-06-12 17:28:23,880468:880470
660068,12,2019-06-12 12:33:07,880495:880435:880496:880498:880504:880422:880420:880503:880423:880505
660068,21,2019-06-12 17:58:50,880495:880435:880496:880498:880504:880422:880420:880503:880423:880505
660068,14,2019-06-12 21:23:49,880495:880435:880496:880498:880504:880422:880420:880503:880423:880505
660069,12,2019-06-13 09:37:37,880447:880452:880518:880451:880519:880515:880448:880516:880517:880159:880453
660069,21,2019-06-13 12:24:23,880447:880452:880518:880451:880519:880515:880448:880516:880517:880159:880453
660069,14,2019-06-13 14:33:30,880447:880452:880518:880451:880519:880515:880448:880516:880517:880159:880453
660070,12,2019-06-13 15:10:08,880524:880525:880176
660070,21,2019-06-13 16:47:17,880524:880525:880176
660070,14,2019-06-14 09:06:37,880524:880525:880176
660071,12,2019-06-13 15:18:03,880465:880408:880569:880332
660071,21,2019-06-14 09:49:34,880465:880408:880569:880332
660071,14,2019-06-14 13:10:53,880465:880408:880569:880332
660072,12,2019-06-13 16:42:29,880541:880527:880537:880543:880489:880539:880567:880490:880542:880488:880554:880507
660072,21,2019-06-14 19:07:23,880541:880527:880537:880543:880489:880539:880567:880490:880542:880488:880554:880507
660072,14,2019-06-17 09:31:48,880541:880527:880537:880543:880489:880539:880567:880490:880542:880488:880554:880507
660073,12,2019-06-14 01:00:00,880290:880479:880482:880483:880460:880481:880297
660073,21,2019-06-17 11:40:05,880290:880479:880482:880483:880460:880481:880297
660073,14,2019-06-18 09:38:55,880290:880479:880482:880483:880460:880481:880297
660074,12,2019-06-14 12:59:06,880520:880502:880501:880500:880530:880578:880579:880583:880582:880528:880523:880522
660074,21,2019-06-14 16:24:58,880520:880502:880501:880500:880530:880578:880579:880583:880582:880528:880523:880522
660074,14,2019-06-17 11:57:41,880520:880502:880501:880500:880530:880578:880579:880583:880582:880528:880523:880522
660075,12,2019-06-14 16:07:04,880242:880597:880574:880357:880612:880575:880593:880571:880613
660075,21,2019-06-17 15:04:50,880242:880597:880574:880357:880612:880575:880593:880571:880613
660075,14,2019-06-17 15:47:30,880242:880597:880574:880357:880612:880575:880593:880571:880613
660076,12,2019-06-14 18:52:04,880510:880590:880211:880587
660076,21,2019-06-18 09:29:23,880510:880590:880211:880587
660076,14,2019-06-18 15:32:24,880510:880590:880211:880587
660077,12,2019-06-17 09:26:52,880424:880534:880194:880536:880533:880145:880558:880427:880559
660077,21,2019-06-17 15:19:21,880424:880534:880194:880536:880533:880145:880558:880427:880559
660077,14,2019-06-17 16:39:14,880424:880534:880194:880536:880533:880145:880558:880427:880559
660078,12,2019-06-17 11:10:38,880486
660078,21,2019-06-17 11:10:57,880486
660078,1,2019-06-17 14:18:32,880486
660078,1,2019-06-18 11:27:21,880486
660078,1,2019-06-18 15:56:11,880486
660078,1,2019-06-19 10:07:05,880486
660078,14,2019-06-19 15:54:48,880486
660079,12,2019-06-17 11:10:55,880309:880550:880552:880551:880216:880553:880228:880305:880548
660079,21,2019-06-18 09:43:25,880309:880550:880552:880551:880216:880553:880228:880305:880548
660079,14,2019-06-18 13:46:02,880309:880550:880552:880551:880216:880553:880228:880305:880548
660080,12,2019-06-17 15:48:31,880341:880656:880477:880050:880476:880339
660080,21,2019-06-18 13:41:56,880341:880656:880477:880050:880476:880339
660080,14,2019-06-18 14:55:46,880341:880656:880477:880050:880476:880339
660081,12,2019-06-17 17:25:59,880577:880608:880601:880609:880544:880149:880576:880547:880604:880545
660081,21,2019-06-18 12:06:04,880577:880608:880601:880609:880544:880149:880576:880547:880604:880545
660081,1,2019-06-18 12:41:35,880577:880608:880601:880609:880544:880149:880576:880547:880604:880545
660081,14,2019-06-18 16:17:30,880577:880608:880601:880609:880544:880149:880576:880547:880604:880545
660082,12,2019-06-18 09:59:48,880632:880444
660082,21,2019-06-18 13:27:19,880632:880444
660082,14,2019-06-19 11:07:41,880632:880444
660083,12,2019-06-18 10:54:21,880648:880531:880585:880467:880532
660083,21,2019-06-18 14:59:15,880648:880531:880585:880467:880532
660083,14,2019-06-18 18:17:14,880648:880531:880585:880467:880532
660084,12,2019-06-18 11:41:30,880278:880626:880630
660084,21,2019-06-18 13:04:09,880278:880626:880630
660084,1,2019-06-18 14:32:44,880278:880626:880630
660084,14,2019-06-19 10:27:27,880278:880626:880630
660085,12,2019-06-18 12:18:14,880456:880565:880564:880566:880562:880563
660085,21,2019-06-18 16:18:43,880456:880565:880564:880566:880562:880563
660085,1,2019-06-18 16:22:44,880456:880565:880564:880566:880562:880563
660085,14,2019-06-19 10:18:09,880456:880565:880564:880566:880562:880563
660086,12,2019-06-18 14:40:31,880323:880555:880491
660086,21,2019-06-19 11:08:32,880323:880555:880491
660086,14,2019-06-19 11:31:56,880323:880555:880491
660087,12,2019-06-18 15:09:54,880171:880685:880225:880681
660087,21,2019-06-19 11:47:32,880171:880685:880225:880681
660087,14,2019-06-20 11:30:48,880171:880685:880225:880681
660088,12,2019-06-18 15:43:34,880584:880620:880595:880617:880581:880619:880167:880499:880580
660088,21,2019-06-18 15:50:34,880584:880620:880595:880617:880581:880619:880167:880499:880580
660088,14,2019-06-19 10:37:32,880584:880620:880595:880617:880581:880619:880167:880499:880580
660089,12,2019-06-18 20:16:21,880497
660089,21,2019-06-19 10:36:15,880497
660089,1,2019-06-19 12:35:50,880497
660089,14,2019-06-19 18:34:35,880497
660090,12,2019-06-18 21:58:36,880586:880639:880588:880592:880624:880625:880638:880641:880589
660090,21,2019-06-19 11:58:34,880586:880639:880588:880592:880624:880625:880638:880641:880589
660090,14,2019-06-19 14:49:32,880586:880639:880588:880592:880624:880625:880638:880641:880589
660091,12,2019-06-19 01:00:00,880599:880665:880669:880600:880598:880644:880646:880667:880675:880671:880677:880573:880594:880645
660091,21,2019-06-19 17:46:39,880599:880665:880669:880600:880598:880644:880646:880667:880675:880671:880677:880573:880594:880645
660091,14,2019-06-20 15:07:47,880599:880665:880669:880600:880598:880644:880646:880667:880675:880671:880677:880573:880594:880645
660092,12,2019-06-19 15:46:00,880308:880690:880636
660092,21,2019-06-20 12:55:23,880308:880690:880636
660092,14,2019-06-21 16:20:51,880308:880690:880636
660093,12,2019-06-19 16:04:39,880621:880622:880514:880557:880659:880661:880561:880660
660093,21,2019-06-20 15:49:59,880621:880622:880514:880557:880659:880661:880561:880660
660093,14,2019-06-21 13:43:38,880621:880622:880514:880557:880659:880661:880561:880660
660094,12,2019-06-20 09:23:12,880338:880657:880658:880654:880652:880703:880653
660094,21,2019-06-20 18:49:19,880338:880657:880658:880654:880652:880703:880653
660094,14,2019-06-21 14:12:29,880338:880657:880658:880654:880652:880703:880653
660095,12,2019-06-20 11:00:07,880606:880706:880603:880707
660095,21,2019-06-21 09:55:32,880606:880706:880603:880707
660095,14,2019-06-24 11:24:24,880606:880706:880603:880707
660096,12,2019-06-20 12:17:58,880732:880664:880731
660096,21,2019-06-20 14:33:53,880732:880664:880731
660096,14,2019-06-21 13:29:02,880732:880664:880731
660097,12,2019-06-20 14:52:49,880633:880634:880631
660097,21,2019-06-21 13:09:52,880633:880634:880631
660097,1,2019-06-21 16:23:16,880633:880634:880631
660097,14,2019-06-21 20:30:40,880633:880634:880631
660098,12,2019-06-20 15:12:28,880695:880650:880698:880719:880696:880402:880697:880692:880721:880647:880700:880694:880717
660098,21,2019-06-21 14:36:41,880695:880650:880698:880719:880696:880402:880697:880692:880721:880647:880700:880694:880717
660098,1,2019-06-24 14:39:50,880695:880650:880698:880719:880696:880402:880697:880692:880721:880647:880700:880694:880717
660098,14,2019-06-24 18:07:05,880695:880650:880698:880719:880696:880402:880697:880692:880721:880647:880700:880694:880717
660099,12,2019-06-21 09:36:47,880679:880682:880771:880680:880683:880686
660099,21,2019-06-21 16:15:39,880679:880682:880771:880680:880683:880686
660099,14,2019-06-24 16:49:16,880679:880682:880771:880680:880683:880686
660100,12,2019-06-21 10:51:13,880616:880618:880729:880614:880615:880521:880596
660100,21,2019-06-21 13:31:07,880616:880618:880729:880614:880615:880521:880596
660100,14,2019-06-21 15:16:45,880616:880618:880729:880614:880615:880521:880596
660101,12,2019-06-21 13:52:19,880627:880628:880715:880629:880716:880712:880714
660101,21,2019-06-24 17:05:33,880627:880628:880715:880629:880716:880712:880714
660101,14,2019-06-25 10:11:42,880627:880628:880715:880629:880716:880712:880714
660102,12,2019-06-21 15:44:04,880540:880746:880757:880506:880538:880747:880556:880748:880758:880756:880744
660102,21,2019-06-21 19:24:34,880540:880746:880757:880506:880538:880747:880556:880748:880758:880756:880744
660102,14,2019-06-24 15:50:23,880540:880746:880757:880506:880538:880747:880556:880748:880758:880756:880744
660103,12,2019-06-24 01:00:00,880676:880678:880670:880668
660103,21,2019-06-24 09:08:14,880676:880678:880670:880668
660103,14,2019-06-24 13:39:01,880676:880678:880670:880668
660104,12,2019-06-24 10:48:40,880710:880752:880709:880711:880708
660104,21,2019-06-24 14:55:39,880710:880752:880709:880711:880708
660104,14,2019-06-25 17:36:14,880710:880752:880709:880711:880708
660105,12,2019-06-24 11:39:16,880509:880640:880511:880786:880642:880791
660105,21,2019-06-25 12:35:15,880509:880640:880511:880786:880642:880791
660105,1,2019-06-25 14:17:33,880509:880640:880511:880786:880642:880791
660105,1,2019-06-26 08:30:25,880509:880640:880511:880786:880642:880791
660105,1,2019-06-26 10:35:57,880509:880640:880511:880786:880642:880791
660105,1,2019-06-26 16:42:46,880509:880640:880511:880786:880642:880791
660105,14,2019-06-27 18:21:14,880509:880640:880511:880786:880642:880791
660106,12,2019-06-24 15:18:33,880724:880635:880689:880727
660106,21,2019-06-25 16:30:08,880724:880635:880689:880727
660106,14,2019-06-25 16:58:18,880724:880635:880689:880727
660107,12,2019-06-24 16:27:26,880737:880702:880820:880801
660107,21,2019-06-25 09:04:59,880737:880702:880820:880801
660107,14,2019-06-25 11:20:02,880737:880702:880820:880801
660108,12,2019-06-24 17:08:54,880832:880764:880777:880605:880778:880389:880830:880779:880765:880742:880739:880610:880743:880762:880741:880740:880705
660108,21,2019-06-25 13:40:56,880832:880764:880777:880605:880778:880389:880830:880779:880765:880742:880739:880610:880743:880762:880741:880740:880705
660108,1,2019-06-25 18:57:21,880832:880764:880777:880605:880778:880389:880830:880779:880765:880742:880739:880610:880743:880762:880741:880740:880705
660108,14,2019-06-26 12:22:38,880832:880764:880777:880605:880778:880389:880830:880779:880765:880742:880739:880610:880743:880762:880741:880740:880705
660109,12,2019-06-25 11:30:01,880395:880004
660109,21,2019-06-25 11:55:45,880395:880004
660109,14,2019-06-26 09:18:52,880395:880004
660110,12,2019-06-25 11:57:29,880701:880259:880651:880720:880693:880718:880570:880723:880649:880722
660110,21,2019-06-25 14:45:34,880701:880259:880651:880720:880693:880718:880570:880723:880649:880722
660110,14,2019-06-25 14:53:24,880701:880259:880651:880720:880693:880718:880570:880723:880649:880722
660111,12,2019-06-25 15:14:06,880735:880798:880560:880736:880535
660111,21,2019-06-26 10:04:43,880735:880798:880560:880736:880535
660111,1,2019-06-27 09:16:34,880735:880798:880560:880736:880535
660111,14,2019-06-27 11:32:24,880735:880798:880560:880736:880535
660112,12,2019-06-25 15:43:21,880761:880275:880837:880759:880834:880760
660112,21,2019-06-25 17:12:09,880761:880275:880837:880759:880834:880760
660112,14,2019-06-25 17:17:11,880761:880275:880837:880759:880834:880760
660113,12,2019-06-25 17:18:56,880446:880783:880781:880782:880780
660113,21,2019-06-26 16:40:01,880446:880783:880781:880782:880780
660113,14,2019-06-26 18:49:28,880446:880783:880781:880782:880780
660114,12,2019-06-25 19:34:15,880745:880773:880753:880754:880775
660114,21,2019-06-26 18:42:36,880745:880773:880753:880754:880775
660114,1,2019-06-27 11:27:13,880745:880773:880753:880754:880775
660114,14,2019-06-27 16:12:57,880745:880773:880753:880754:880775
660115,12,2019-06-26 09:05:44,880809:880849:880852:880768:880853:880810:880813:880684:880767:880812:880805:880770:880429:880766
660115,21,2019-06-26 09:40:31,880809:880849:880852:880768:880853:880810:880813:880684:880767:880812:880805:880770:880429:880766
